Date,Ticker,Company Name,Industry,Adj Close,Volume,SP500_Adj_Close
2015-01-02,GOOG,Alphabet,Technology,523.373,1447500.0,2058.2
2015-01-05,GOOG,Alphabet,Technology,512.463,2059800.0,2020.58
2015-01-06,GOOG,Alphabet,Technology,500.586,2899900.0,2002.61
2015-01-07,GOOG,Alphabet,Technology,499.728,2065000.0,2025.9
2015-01-08,GOOG,Alphabet,Technology,501.304,3353500.0,2062.14
2015-01-09,GOOG,Alphabet,Technology,494.811,2071300.0,2044.81
2015-01-12,GOOG,Alphabet,Technology,491.201,2326700.0,2028.26
2015-01-13,GOOG,Alphabet,Technology,494.821,2370400.0,2023.03
2015-01-14,GOOG,Alphabet,Technology,499.499,2235700.0,2011.27
2015-01-15,GOOG,Alphabet,Technology,500.416,2715800.0,1992.67
2015-01-16,GOOG,Alphabet,Technology,506.689,2298200.0,2019.42
2015-01-20,GOOG,Alphabet,Technology,505.512,2232000.0,2022.55
2015-01-21,GOOG,Alphabet,Technology,516.622,2268700.0,2032.12
2015-01-22,GOOG,Alphabet,Technology,532.927,2676900.0,2063.15
2015-01-23,GOOG,Alphabet,Technology,538.472,2281700.0,2051.82
2015-01-26,GOOG,Alphabet,Technology,533.745,1543700.0,2057.09
2015-01-27,GOOG,Alphabet,Technology,517.21,1904000.0,2029.55
2015-01-28,GOOG,Alphabet,Technology,508.604,1683800.0,2002.16
2015-01-29,GOOG,Alphabet,Technology,509.262,4186300.0,2021.25
2015-01-30,GOOG,Alphabet,Technology,533.057,5606300.0,1994.99
2015-02-02,GOOG,Alphabet,Technology,527.033,2849800.0,2020.85
2015-02-03,GOOG,Alphabet,Technology,527.791,2038600.0,2050.03
2015-02-04,GOOG,Alphabet,Technology,521.329,1663600.0,2041.51
2015-02-05,GOOG,Alphabet,Technology,526.135,1849700.0,2062.52
2015-02-06,GOOG,Alphabet,Technology,529.546,1763500.0,2055.47
2015-02-09,GOOG,Alphabet,Technology,526.385,1267700.0,2046.74
2015-02-10,GOOG,Alphabet,Technology,535.47,1749800.0,2068.59
2015-02-11,GOOG,Alphabet,Technology,534.503,1377700.0,2068.53
2015-02-12,GOOG,Alphabet,Technology,541.443,1620200.0,2088.48
2015-02-13,GOOG,Alphabet,Technology,547.507,1900300.0,2096.99
2015-02-17,GOOG,Alphabet,Technology,541.354,1616800.0,2100.34
2015-02-18,GOOG,Alphabet,Technology,538.222,1453000.0,2099.68
2015-02-19,GOOG,Alphabet,Technology,541.384,989100.0,2097.45
2015-02-20,GOOG,Alphabet,Technology,537.474,1444300.0,2110.3
2015-02-23,GOOG,Alphabet,Technology,530.454,1457800.0,2109.66
2015-02-24,GOOG,Alphabet,Technology,534.622,1005000.0,2115.48
2015-02-25,GOOG,Alphabet,Technology,542.381,1825900.0,2113.86
2015-02-26,GOOG,Alphabet,Technology,553.959,2311500.0,2110.74
2015-02-27,GOOG,Alphabet,Technology,556.871,2410100.0,2104.5
2015-03-02,GOOG,Alphabet,Technology,569.776,2129600.0,2117.39
2015-03-03,GOOG,Alphabet,Technology,572.069,1704700.0,2107.78
2015-03-04,GOOG,Alphabet,Technology,571.8,1876800.0,2098.53
2015-03-05,GOOG,Alphabet,Technology,573.755,1389600.0,2101.04
2015-03-06,GOOG,Alphabet,Technology,566.131,1659100.0,2071.26
2015-03-09,GOOG,Alphabet,Technology,567.292,1062100.0,2079.43
2015-03-10,GOOG,Alphabet,Technology,553.49,1792300.0,2044.16
2015-03-11,GOOG,Alphabet,Technology,549.671,1820700.0,2040.24
2015-03-12,GOOG,Alphabet,Technology,553.989,1389600.0,2065.95
2015-03-13,GOOG,Alphabet,Technology,545.821,1703500.0,2053.4
2015-03-16,GOOG,Alphabet,Technology,552.992,1640900.0,2081.19
2015-03-17,GOOG,Alphabet,Technology,549.332,1805500.0,2074.28
2015-03-18,GOOG,Alphabet,Technology,557.968,2134500.0,2099.5
2015-03-19,GOOG,Alphabet,Technology,556.462,1197200.0,2089.27
2015-03-20,GOOG,Alphabet,Technology,558.826,2616800.0,2108.1
2015-03-23,GOOG,Alphabet,Technology,557.28,1643800.0,2104.42
2015-03-24,GOOG,Alphabet,Technology,568.629,2583200.0,2091.5
2015-03-25,GOOG,Alphabet,Technology,557.255,2152200.0,2061.05
